V1,V2
0.5,0.5
0.39324839051296406,0.606751609487036
0.5858824735678481,0.4141175264321519
0.4896779226680738,0.5103220773319262
0.6810711796428898,0.3189288203571102
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
0.756996275304636,0.24300372469536397
