prior,reps,time,state,obs,action,value
bistable,4,30,28,28,1,-0
bistable,4,31,28,28,1,-0
bistable,4,32,28,28,1,-0
bistable,4,33,30,30,1,-0
bistable,4,34,29,29,1,-0
bistable,4,35,29,29,1,-0
bistable,4,36,31,31,1,-0
bistable,4,37,32,32,3,-1.927316591222835
bistable,4,38,30,30,1,-0
bistable,4,39,30,30,1,-0
bistable,4,40,30,30,1,-0
bistable,4,41,29,29,1,-0
bistable,4,42,27,27,1,-0
bistable,4,43,29,29,1,-0
bistable,4,44,29,29,1,-0
bistable,4,45,29,29,1,-0
bistable,4,46,29,29,1,-0
bistable,4,47,28,28,1,-0
bistable,4,48,26,26,1,-0
bistable,4,49,26,26,1,-0
bistable,4,50,26,26,1,-0
bistable,4,51,27,27,1,-0
bistable,4,52,27,27,1,-0
bistable,4,53,29,29,1,-0
bistable,4,54,30,30,1,-0
bistable,4,55,31,31,1,-0
bistable,4,56,33,33,6,-4.72756321751211
bistable,4,57,30,30,1,-0
bistable,4,58,32,32,3,-1.887245127456121
bistable,4,59,33,33,6,-4.7133947058216625
bistable,4,60,30,30,1,-0
bistable,5,1,21,21,1,-0
bistable,5,2,21,21,1,-0
bistable,5,3,23,23,1,-0
bistable,5,4,23,23,1,-0
bistable,5,5,23,23,1,-0
bistable,5,6,24,24,1,-0
bistable,5,7,26,26,1,-0
bistable,5,8,25,25,1,-0
bistable,5,9,26,26,1,-0
bistable,5,10,24,24,1,-0
bistable,5,11,25,25,1,-0
bistable,5,12,24,24,1,-0
bistable,5,13,23,23,1,-0
bistable,5,14,24,24,1,-0
bistable,5,15,23,23,1,-0
bistable,5,16,22,22,1,-0
bistable,5,17,24,24,1,-0
bistable,5,18,23,23,1,-0
bistable,5,19,23,23,1,-0
bistable,5,20,23,23,1,-0
bistable,5,21,24,24,1,-0
bistable,5,22,24,24,1,-0
bistable,5,23,25,25,1,-0
bistable,5,24,25,25,1,-0
bistable,5,25,24,24,1,-0
bistable,5,26,25,25,1,-0
bistable,5,27,25,25,1,-0
bistable,5,28,26,26,1,-0
bistable,5,29,27,27,1,-0
bistable,5,30,26,26,1,-0
bistable,5,31,25,25,1,-0
bistable,5,32,26,26,1,-0
bistable,5,33,26,26,1,-0
bistable,5,34,27,27,1,-0
bistable,5,35,29,29,1,-0
bistable,5,36,30,30,1,-0
bistable,5,37,29,29,1,-0
bistable,5,38,32,32,3,-1.9253892746316121
bistable,5,39,35,35,11,-9.617319426784903
bistable,5,40,32,32,3,-1.9215404214716236
bistable,5,41,32,32,3,-1.919618881050152
bistable,5,42,32,32,3,-1.9176992621691018
bistable,5,43,32,32,3,-1.9157815629069326
bistable,5,44,30,30,1,-0
bistable,5,45,33,33,6,-4.779879788906704
bistable,5,46,31,31,1,-0
bistable,5,47,33,33,6,-4.77032480920868
bistable,5,48,32,32,3,-1.9062217937597885
bistable,5,49,32,32,3,-1.9043155719660287
bistable,5,50,32,32,3,-1.9024112563940627
bistable,5,51,32,32,3,-1.9005088451376686
bistable,5,52,33,33,6,-4.746520840731327
bistable,5,53,31,31,1,-0
bistable,5,54,34,34,8,-6.631845563798987
bistable,5,55,30,30,1,-0
bistable,5,56,31,31,1,-0
bistable,5,57,32,32,3,-1.8891342617178388
bistable,5,58,31,31,1,-0
bistable,5,59,31,31,1,-0
bistable,5,60,31,31,1,-0
bistable,6,1,21,21,1,-0
bistable,6,2,23,23,1,-0
bistable,6,3,24,24,1,-0
bistable,6,4,25,25,1,-0
bistable,6,5,25,25,1,-0
bistable,6,6,26,26,1,-0
bistable,6,7,25,25,1,-0
bistable,6,8,25,25,1,-0
bistable,6,9,25,25,1,-0
bistable,6,10,25,25,1,-0
bistable,6,11,25,25,1,-0
bistable,6,12,24,24,1,-0
bistable,6,13,23,23,1,-0
bistable,6,14,22,22,1,-0
bistable,6,15,22,22,1,-0
bistable,6,16,22,22,1,-0
bistable,6,17,22,22,1,-0
bistable,6,18,21,21,1,-0
bistable,6,19,21,21,1,-0
bistable,6,20,22,22,1,-0
bistable,6,21,21,21,1,-0
bistable,6,22,21,21,1,-0
bistable,6,23,22,22,1,-0
bistable,6,24,21,21,1,-0
bistable,6,25,22,22,1,-0
bistable,6,26,22,22,1,-0
bistable,6,27,20,20,1,-0
bistable,6,28,20,20,1,-0
bistable,6,29,21,21,1,-0
bistable,6,30,23,23,1,-0
bistable,6,31,24,24,1,-0
bistable,6,32,23,23,1,-0
bistable,6,33,23,23,1,-0
bistable,6,34,23,23,1,-0
bistable,6,35,23,23,1,-0
bistable,6,36,23,23,1,-0
bistable,6,37,23,23,1,-0
bistable,6,38,23,23,1,-0
bistable,6,39,25,25,1,-0
bistable,6,40,24,24,1,-0
bistable,6,41,24,24,1,-0
bistable,6,42,25,25,1,-0
bistable,6,43,23,23,1,-0
bistable,6,44,23,23,1,-0
bistable,6,45,22,22,1,-0
bistable,6,46,23,23,1,-0
bistable,6,47,24,24,1,-0
bistable,6,48,25,25,1,-0
bistable,6,49,26,26,1,-0
bistable,6,50,26,26,1,-0
bistable,6,51,25,25,1,-0
bistable,6,52,28,28,1,-0
bistable,6,53,29,29,1,-0
bistable,6,54,30,30,1,-0
bistable,6,55,31,31,1,-0
bistable,6,56,31,31,1,-0
bistable,6,57,33,33,6,-4.722835654294597
bistable,6,58,33,33,6,-4.718112818640303
bistable,6,59,33,33,6,-4.7133947058216625
bistable,6,60,31,31,1,-0
bistable,7,1,21,21,1,-0
bistable,7,2,21,21,1,-0
bistable,7,3,21,21,1,-0
bistable,7,4,21,21,1,-0
bistable,7,5,20,20,1,-0
bistable,7,6,21,21,1,-0
bistable,7,7,22,22,1,-0
bistable,7,8,22,22,1,-0
bistable,7,9,22,22,1,-0
bistable,7,10,22,22,1,-0
bistable,7,11,23,23,1,-0
bistable,7,12,23,23,1,-0
bistable,7,13,24,24,1,-0
bistable,7,14,26,26,1,-0
bistable,7,15,26,26,1,-0
bistable,7,16,27,27,1,-0
bistable,7,17,26,26,1,-0
bistable,7,18,27,27,1,-0
bistable,7,19,28,28,1,-0
bistable,7,20,32,32,3,-1.9603777296590694
bistable,7,21,32,32,3,-1.9584173519294104
bistable,7,22,33,33,6,-4.8911473364437015
bistable,7,23,33,33,6,-4.886256189107259
bistable,7,24,31,31,1,-0
bistable,7,25,35,35,11,-9.752977125970466
bistable,7,26,34,34,8,-6.820256904191147
bistable,7,27,32,32,3,-1.9466961849391302
bistable,7,28,30,30,1,-0
bistable,7,29,32,32,3,-1.9428047392654368
bistable,7,30,34,34,8,-6.7930167708416
bistable,7,31,34,34,8,-6.786223754070758
bistable,7,32,30,30,1,-0
bistable,7,33,30,30,1,-0
bistable,7,34,31,31,1,-0
bistable,7,35,33,33,6,-4.827942535184922
bistable,7,36,33,33,6,-4.823114592649737
bistable,7,37,31,31,1,-0
bistable,7,38,32,32,3,-1.9253892746316121
bistable,7,39,29,29,1,-0
bistable,7,40,30,30,1,-0
bistable,7,41,30,30,1,-0
bistable,7,42,31,31,1,-0
bistable,7,43,29,29,1,-0
bistable,7,44,31,31,1,-0
bistable,7,45,33,33,6,-4.779879788906704
bistable,7,46,32,32,3,-1.910039963647119
bistable,7,47,30,30,1,-0
bistable,7,48,33,33,6,-4.7655544843994715
bistable,7,49,30,30,1,-0
bistable,7,50,31,31,1,-0
bistable,7,51,33,33,6,-4.7512721128441715
bistable,7,52,27,27,1,-0
bistable,7,53,27,27,1,-0
bistable,7,54,26,26,1,-0
bistable,7,55,27,27,1,-0
bistable,7,56,28,28,1,-0
bistable,7,57,27,27,1,-0
bistable,7,58,28,28,1,-0
bistable,7,59,28,28,1,-0
bistable,7,60,27,27,1,-0
bistable,8,1,21,21,1,-0
bistable,8,2,19,19,1,-0
bistable,8,3,19,19,1,-0
bistable,8,4,19,19,1,-0
bistable,8,5,20,20,1,-0
bistable,8,6,22,22,1,-0
bistable,8,7,23,23,1,-0
bistable,8,8,24,24,1,-0
bistable,8,9,24,24,1,-0
bistable,8,10,23,23,1,-0
bistable,8,11,23,23,1,-0
bistable,8,12,22,22,1,-0
bistable,8,13,22,22,1,-0
bistable,8,14,22,22,1,-0
bistable,8,15,23,23,1,-0
bistable,8,16,22,22,1,-0
bistable,8,17,21,21,1,-0
bistable,8,18,20,20,1,-0
bistable,8,19,20,20,1,-0
bistable,8,20,20,20,1,-0
bistable,8,21,21,21,1,-0
bistable,8,22,20,20,1,-0
bistable,8,23,22,22,1,-0
bistable,8,24,22,22,1,-0
bistable,8,25,23,23,1,-0
bistable,8,26,21,21,1,-0
bistable,8,27,20,20,1,-0
bistable,8,28,19,19,1,-0
bistable,8,29,18,18,1,-0
bistable,8,30,17,17,1,-0
bistable,8,31,18,18,1,-0
bistable,8,32,19,19,1,-0
bistable,8,33,19,19,1,-0
bistable,8,34,20,20,1,-0
bistable,8,35,22,22,1,-0
bistable,8,36,23,23,1,-0
bistable,8,37,22,22,1,-0
bistable,8,38,22,22,1,-0
bistable,8,39,22,22,1,-0
bistable,8,40,23,23,1,-0
bistable,8,41,23,23,1,-0
bistable,8,42,21,21,1,-0
bistable,8,43,22,22,1,-0
bistable,8,44,23,23,1,-0
bistable,8,45,24,24,1,-0
bistable,8,46,24,24,1,-0
bistable,8,47,24,24,1,-0
bistable,8,48,24,24,1,-0
bistable,8,49,25,25,1,-0
bistable,8,50,26,26,1,-0
bistable,8,51,25,25,1,-0
bistable,8,52,24,24,1,-0
bistable,8,53,21,21,1,-0
bistable,8,54,21,21,1,-0
bistable,8,55,20,20,1,-0
bistable,8,56,21,21,1,-0
bistable,8,57,22,22,1,-0
bistable,8,58,20,20,1,-0
bistable,8,59,20,20,1,-0
bistable,8,60,20,20,1,-0
bistable,9,1,21,21,1,-0
bistable,9,2,23,23,1,-0
bistable,9,3,24,24,1,-0
bistable,9,4,25,25,1,-0
bistable,9,5,28,28,1,-0
bistable,9,6,27,27,1,-0
bistable,9,7,26,26,1,-0
bistable,9,8,28,28,1,-0
bistable,9,9,29,29,1,-0
bistable,9,10,28,28,1,-0
bistable,9,11,29,29,1,-0
bistable,9,12,28,28,1,-0
bistable,9,13,28,28,1,-0
bistable,9,14,31,31,1,-0
bistable,9,15,31,31,1,-0
bistable,9,16,32,32,3,-1.9682388836312799
bistable,9,17,29,29,1,-0
bistable,9,18,29,29,1,-0
bistable,9,19,28,28,1,-0
bistable,9,20,27,27,1,-0
bistable,9,21,28,28,1,-0
bistable,9,22,27,27,1,-0
bistable,9,23,30,30,1,-0
bistable,9,24,30,30,1,-0
bistable,9,25,32,32,3,-1.9505954251940931
bistable,9,26,30,30,1,-0
bistable,9,27,31,31,1,-0
bistable,9,28,33,33,6,-4.861873721885478
bistable,9,29,29,29,1,-0
bistable,9,30,32,32,3,-1.9408619345261715
bistable,9,31,29,29,1,-0
bistable,9,32,28,28,1,-0
bistable,9,33,28,28,1,-0
bistable,9,34,29,29,1,-0
bistable,9,35,28,28,1,-0
bistable,9,36,27,27,1,-0
bistable,9,37,27,27,1,-0
bistable,9,38,30,30,1,-0
bistable,9,39,30,30,1,-0
bistable,9,40,29,29,1,-0
bistable,9,41,29,29,1,-0
bistable,9,42,28,28,1,-0
bistable,9,43,28,28,1,-0
bistable,9,44,28,28,1,-0
bistable,9,45,27,27,1,-0
bistable,9,46,28,28,1,-0
bistable,9,47,26,26,1,-0
bistable,9,48,27,27,1,-0
bistable,9,49,28,28,1,-0
bistable,9,50,27,27,1,-0
bistable,9,51,27,27,1,-0
bistable,9,52,29,29,1,-0
bistable,9,53,30,30,1,-0
bistable,9,54,29,29,1,-0
bistable,9,55,30,30,1,-0
bistable,9,56,30,30,1,-0
bistable,9,57,29,29,1,-0
bistable,9,58,26,26,1,-0
bistable,9,59,27,27,1,-0
bistable,9,60,25,25,1,-0
bistable,10,1,21,21,1,-0
bistable,10,2,20,20,1,-0
bistable,10,3,22,22,1,-0
bistable,10,4,22,22,1,-0
bistable,10,5,24,24,1,-0
bistable,10,6,23,23,1,-0
bistable,10,7,23,23,1,-0
bistable,10,8,24,24,1,-0
bistable,10,9,24,24,1,-0
bistable,10,10,22,22,1,-0
bistable,10,11,22,22,1,-0
bistable,10,12,22,22,1,-0
bistable,10,13,24,24,1,-0
bistable,10,14,26,26,1,-0
bistable,10,15,26,26,1,-0
bistable,10,16,26,26,1,-0
bistable,10,17,25,25,1,-0
bistable,10,18,26,26,1,-0
bistable,10,19,28,28,1,-0
bistable,10,20,30,30,1,-0
bistable,10,21,32,32,3,-1.9584173519294104
bistable,10,22,34,34,8,-6.847606271021183
bistable,10,23,32,32,3,-1.9545024756429035
bistable,10,24,30,30,1,-0
bistable,10,25,30,30,1,-0
bistable,10,26,29,29,1,-0
bistable,10,27,28,28,1,-0
bistable,10,28,29,29,1,-0
bistable,10,29,30,30,1,-0
bistable,10,30,29,29,1,-0
bistable,10,31,29,29,1,-0
bistable,10,32,30,30,1,-0
bistable,10,33,28,28,1,-0
bistable,10,34,29,29,1,-0
bistable,10,35,30,30,1,-0
bistable,10,36,31,31,1,-0
bistable,10,37,33,33,6,-4.818291478057088
bistable,10,38,31,31,1,-0
bistable,10,39,32,32,3,-1.9234638853569805
bistable,10,40,31,31,1,-0
bistable,10,41,31,31,1,-0
bistable,10,42,30,30,1,-0
bistable,10,43,30,30,1,-0
bistable,10,44,30,30,1,-0
bistable,10,45,33,33,6,-4.779879788906704
bistable,10,46,31,31,1,-0
bistable,10,47,34,34,8,-6.678454732892152
bistable,10,48,32,32,3,-1.9062217937597885
bistable,10,49,32,32,3,-1.9043155719660287
bistable,10,50,32,32,3,-1.9024112563940627
bistable,10,51,33,33,6,-4.7512721128441715
bistable,10,52,31,31,1,-0
bistable,10,53,32,32,3,-1.8967097279562384
bistable,10,54,33,33,6,-4.737032545570705
bistable,10,55,31,31,1,-0
bistable,10,56,31,31,1,-0
bistable,10,57,31,31,1,-0
bistable,10,58,35,35,11,-9.436225637280605
bistable,10,59,34,34,8,-6.598752588150328
bistable,10,60,30,30,1,-0
fifty_fifty,1,1,21,21,1,-0
fifty_fifty,1,2,22,22,1,-0
fifty_fifty,1,3,23,23,1,-0
fifty_fifty,1,4,24,24,1,-0
fifty_fifty,1,5,25,25,1,-0
fifty_fifty,1,6,27,27,1,-0
fifty_fifty,1,7,29,29,3,-1.986041930069958
fifty_fifty,1,8,28,28,1,-0
fifty_fifty,1,9,30,30,5,-3.964143664503496
fifty_fifty,1,10,32,32,10,-8.910403921887735
fifty_fifty,1,11,28,28,1,-0
fifty_fifty,1,12,28,28,1,-0
fifty_fifty,1,13,27,27,1,-0
fifty_fifty,1,14,26,26,1,-0
fifty_fifty,1,15,26,26,1,-0
fifty_fifty,1,16,27,27,1,-0
fifty_fifty,1,17,28,28,1,-0
fifty_fifty,1,18,29,29,3,-1.964304374102901
fifty_fifty,1,19,27,27,1,-0
fifty_fifty,1,20,26,26,1,-0
fifty_fifty,1,21,25,25,1,-0
fifty_fifty,1,22,24,24,1,-0
fifty_fifty,1,23,25,25,1,-0
fifty_fifty,1,24,24,24,1,-0
fifty_fifty,1,25,24,24,1,-0
fifty_fifty,1,26,25,25,1,-0
fifty_fifty,1,27,27,27,1,-0
fifty_fifty,1,28,29,29,3,-1.9447494887541912
fifty_fifty,1,29,30,30,5,-3.8856094785308737
fifty_fifty,1,30,29,29,3,-1.9408619345261715
fifty_fifty,1,31,30,30,5,-3.8778421451832905
fifty_fifty,1,32,28,28,1,-0
fifty_fifty,1,33,27,27,1,-0
fifty_fifty,1,34,28,28,1,-0
fifty_fifty,1,35,28,28,1,-0
fifty_fifty,1,36,30,30,5,-3.8584916741197897
fifty_fifty,1,37,29,29,3,-1.927316591222835
fifty_fifty,1,38,27,27,1,-0
fifty_fifty,1,39,27,27,1,-0
fifty_fifty,1,40,28,28,1,-0
fifty_fifty,1,41,27,27,1,-0
fifty_fifty,1,42,28,28,1,-0
fifty_fifty,1,43,30,30,5,-3.831563125813865
fifty_fifty,1,44,31,31,8,-6.698530234704091
fifty_fifty,1,45,31,31,8,-6.691831704469386
fifty_fifty,1,46,26,26,1,-0
fifty_fifty,1,47,25,25,1,-0
fifty_fifty,1,48,26,26,1,-0
fifty_fifty,1,49,27,27,1,-0
fifty_fifty,1,50,26,26,1,-0
fifty_fifty,1,51,25,25,1,-0
fifty_fifty,1,52,24,24,1,-0
fifty_fifty,1,53,24,24,1,-0
fifty_fifty,1,54,23,23,1,-0
fifty_fifty,1,55,22,22,1,-0
fifty_fifty,1,56,23,23,1,-0
fifty_fifty,1,57,24,24,1,-0
fifty_fifty,1,58,24,24,1,-0
fifty_fifty,1,59,25,25,1,-0
fifty_fifty,1,60,24,24,1,-0
fifty_fifty,2,1,21,21,1,-0
fifty_fifty,2,2,21,21,1,-0
fifty_fifty,2,3,23,23,1,-0
fifty_fifty,2,4,23,23,1,-0
fifty_fifty,2,5,22,22,1,-0
fifty_fifty,2,6,24,24,1,-0
fifty_fifty,2,7,23,23,1,-0
fifty_fifty,2,8,23,23,1,-0
fifty_fifty,2,9,24,24,1,-0
fifty_fifty,2,10,26,26,1,-0
fifty_fifty,2,11,25,25,1,-0
fifty_fifty,2,12,24,24,1,-0
fifty_fifty,2,13,23,23,1,-0
fifty_fifty,2,14,24,24,1,-0
fifty_fifty,2,15,26,26,1,-0
fifty_fifty,2,16,25,25,1,-0
fifty_fifty,2,17,25,25,1,-0
fifty_fifty,2,18,25,25,1,-0
fifty_fifty,2,19,23,23,1,-0
fifty_fifty,2,20,22,22,1,-0
fifty_fifty,2,21,22,22,1,-0
fifty_fifty,2,22,22,22,1,-0
fifty_fifty,2,23,23,23,1,-0
fifty_fifty,2,24,22,22,1,-0
fifty_fifty,2,25,21,21,1,-0
fifty_fifty,2,26,22,22,1,-0
fifty_fifty,2,27,21,21,1,-0
fifty_fifty,2,28,21,21,1,-0
fifty_fifty,2,29,22,22,1,-0
fifty_fifty,2,30,23,23,1,-0
fifty_fifty,2,31,24,24,1,-0
fifty_fifty,2,32,25,25,1,-0
fifty_fifty,2,33,25,25,1,-0
fifty_fifty,2,34,23,23,1,-0
fifty_fifty,2,35,25,25,1,-0
fifty_fifty,2,36,27,27,1,-0
fifty_fifty,2,37,26,26,1,-0
fifty_fifty,2,38,24,24,1,-0
fifty_fifty,2,39,23,23,1,-0
fifty_fifty,2,40,24,24,1,-0
fifty_fifty,2,41,24,24,1,-0
fifty_fifty,2,42,25,25,1,-0
fifty_fifty,2,43,26,26,1,-0
fifty_fifty,2,44,27,27,1,-0
fifty_fifty,2,45,25,25,1,-0
fifty_fifty,2,46,27,27,1,-0
fifty_fifty,2,47,27,27,1,-0
fifty_fifty,2,48,27,27,1,-0
fifty_fifty,2,49,27,27,1,-0
fifty_fifty,2,50,25,25,1,-0
fifty_fifty,2,51,23,23,1,-0
fifty_fifty,2,52,23,23,1,-0
fifty_fifty,2,53,23,23,1,-0
fifty_fifty,2,54,25,25,1,-0
fifty_fifty,2,55,25,25,1,-0
fifty_fifty,2,56,25,25,1,-0
fifty_fifty,2,57,25,25,1,-0
fifty_fifty,2,58,26,26,1,-0
fifty_fifty,2,59,26,26,1,-0
fifty_fifty,2,60,28,28,1,-0
fifty_fifty,3,1,21,21,1,-0
fifty_fifty,3,2,23,23,1,-0
fifty_fifty,3,3,25,25,1,-0
fifty_fifty,3,4,27,27,1,-0
fifty_fifty,3,5,28,28,1,-0
fifty_fifty,3,6,26,26,1,-0
fifty_fifty,3,7,26,26,1,-0
fifty_fifty,3,8,28,28,1,-0
fifty_fifty,3,9,30,30,5,-3.964143664503496
fifty_fifty,3,10,28,28,1,-0
fifty_fifty,3,11,27,27,1,-0
fifty_fifty,3,12,28,28,1,-0
fifty_fifty,3,13,30,30,5,-3.948310858854859
fifty_fifty,3,14,28,28,1,-0
fifty_fifty,3,15,31,31,8,-6.895731824534014
fifty_fifty,3,16,29,29,3,-1.9682388836312799
fifty_fifty,3,17,26,26,1,-0
fifty_fifty,3,18,27,27,1,-0
fifty_fifty,3,19,30,30,5,-3.924680139457596
fifty_fifty,3,20,30,30,5,-3.920755459318139
fifty_fifty,3,21,30,30,5,-3.9168347038588207
fifty_fifty,3,22,29,29,3,-1.9564589345774808
fifty_fifty,3,23,29,29,3,-1.9545024756429035
fifty_fifty,3,24,29,29,3,-1.9525479731672604
fifty_fifty,3,25,28,28,1,-0
fifty_fifty,3,26,29,29,3,-1.9486448297688992
fifty_fifty,3,27,29,29,3,-1.9466961849391302
fifty_fifty,3,28,29,29,3,-1.9447494887541912
fifty_fifty,3,29,28,28,1,-0
fifty_fifty,3,30,30,30,5,-3.881723869052343
fifty_fifty,3,31,27,27,1,-0
fifty_fifty,3,32,27,27,1,-0
fifty_fifty,3,33,26,26,1,-0
fifty_fifty,3,34,26,26,1,-0
fifty_fifty,3,35,23,23,1,-0
fifty_fifty,3,36,23,23,1,-0
fifty_fifty,3,37,24,24,1,-0
fifty_fifty,3,38,24,24,1,-0
fifty_fifty,3,39,22,22,1,-0
fifty_fifty,3,40,22,22,1,-0
fifty_fifty,3,41,21,21,1,-0
fifty_fifty,3,42,22,22,1,-0
fifty_fifty,3,43,23,23,1,-0
fifty_fifty,3,44,24,24,1,-0
fifty_fifty,3,45,24,24,1,-0
fifty_fifty,3,46,23,23,1,-0
fifty_fifty,3,47,23,23,1,-0
fifty_fifty,3,48,23,23,1,-0
fifty_fifty,3,49,23,23,1,-0
fifty_fifty,3,50,24,24,1,-0
fifty_fifty,3,51,23,23,1,-0
fifty_fifty,3,52,22,22,1,-0
fifty_fifty,3,53,23,23,1,-0
fifty_fifty,3,54,22,22,1,-0
fifty_fifty,3,55,23,23,1,-0
fifty_fifty,3,56,25,25,1,-0
fifty_fifty,3,57,26,26,1,-0
fifty_fifty,3,58,28,28,1,-0
fifty_fifty,3,59,26,26,1,-0
fifty_fifty,3,60,25,25,1,-0
fifty_fifty,4,1,21,21,1,-0
fifty_fifty,4,2,21,21,1,-0
fifty_fifty,4,3,21,21,1,-0
fifty_fifty,4,4,21,21,1,-0
fifty_fifty,4,5,21,21,1,-0
fifty_fifty,4,6,21,21,1,-0
fifty_fifty,4,7,21,21,1,-0
fifty_fifty,4,8,21,21,1,-0
fifty_fifty,4,9,22,22,1,-0
fifty_fifty,4,10,22,22,1,-0
fifty_fifty,4,11,24,24,1,-0
fifty_fifty,4,12,25,25,1,-0
fifty_fifty,4,13,24,24,1,-0
fifty_fifty,4,14,25,25,1,-0
fifty_fifty,4,15,25,25,1,-0
fifty_fifty,4,16,27,27,1,-0
fifty_fifty,4,17,28,28,1,-0
fifty_fifty,4,18,27,27,1,-0
fifty_fifty,4,19,26,26,1,-0
fifty_fifty,4,20,26,26,1,-0
fifty_fifty,4,21,27,27,1,-0
fifty_fifty,4,22,28,28,1,-0
fifty_fifty,4,23,28,28,1,-0
fifty_fifty,4,24,32,32,10,-8.786465879252672
fifty_fifty,4,25,30,30,5,-3.9011908503881862
fifty_fifty,4,26,29,29,3,-1.9486448297688992
fifty_fifty,4,27,29,29,3,-1.9466961849391302
fifty_fifty,4,28,28,28,1,-0
fifty_fifty,4,29,28,28,1,-0
fifty_fifty,4,30,29,29,3,-1.9408619345261715
fifty_fifty,4,31,29,29,3,-1.9389210725916453
fifty_fifty,4,32,29,29,3,-1.9369821515190535
fifty_fifty,4,33,26,26,1,-0
fifty_fifty,4,34,26,26,1,-0
fifty_fifty,4,35,27,27,1,-0
fifty_fifty,4,36,26,26,1,-0
fifty_fifty,4,37,27,27,1,-0
fifty_fifty,4,38,28,28,1,-0
fifty_fifty,4,39,26,26,1,-0
fifty_fifty,4,40,27,27,1,-0
fifty_fifty,4,41,26,26,1,-0
fifty_fifty,4,42,25,25,1,-0
fifty_fifty,4,43,25,25,1,-0
fifty_fifty,4,44,24,24,1,-0
fifty_fifty,4,45,26,26,1,-0
fifty_fifty,4,46,26,26,1,-0
fifty_fifty,4,47,26,26,1,-0
fifty_fifty,4,48,27,27,1,-0
fifty_fifty,4,49,30,30,5,-3.8086311439320575
fifty_fifty,4,50,32,32,10,-8.560850653773283
fifty_fifty,4,51,30,30,5,-3.801017690275337
fifty_fifty,4,52,29,29,3,-1.8986083362925308
fifty_fifty,4,53,28,28,1,-0
fifty_fifty,4,54,28,28,1,-0
fifty_fifty,4,55,26,26,1,-0
fifty_fifty,4,56,27,27,1,-0
fifty_fifty,4,57,29,29,3,-1.8891342617178388
fifty_fifty,4,58,28,28,1,-0
fifty_fifty,4,59,28,28,1,-0
fifty_fifty,4,60,28,28,1,-0
fifty_fifty,5,1,21,21,1,-0
fifty_fifty,5,2,22,22,1,-0
fifty_fifty,5,3,23,23,1,-0
fifty_fifty,5,4,23,23,1,-0
fifty_fifty,5,5,25,25,1,-0
fifty_fifty,5,6,26,26,1,-0
fifty_fifty,5,7,27,27,1,-0
fifty_fifty,5,8,27,27,1,-0
fifty_fifty,5,9,26,26,1,-0
fifty_fifty,5,10,27,27,1,-0
fifty_fifty,5,11,29,29,3,-1.9781096706590768
fifty_fifty,5,12,27,27,1,-0
fifty_fifty,5,13,26,26,1,-0
fifty_fifty,5,14,25,25,1,-0
fifty_fifty,5,15,26,26,1,-0
fifty_fifty,5,16,26,26,1,-0
fifty_fifty,5,17,27,27,1,-0
fifty_fifty,5,18,27,27,1,-0
fifty_fifty,5,19,25,25,1,-0
fifty_fifty,5,20,25,25,1,-0
fifty_fifty,5,21,24,24,1,-0
fifty_fifty,5,22,24,24,1,-0
fifty_fifty,5,23,24,24,1,-0
fifty_fifty,5,24,24,24,1,-0
fifty_fifty,5,25,23,23,1,-0
fifty_fifty,5,26,23,23,1,-0
fifty_fifty,5,27,24,24,1,-0
fifty_fifty,5,28,26,26,1,-0
fifty_fifty,5,29,26,26,1,-0
fifty_fifty,5,30,27,27,1,-0
fifty_fifty,5,31,26,26,1,-0
fifty_fifty,5,32,25,25,1,-0
fifty_fifty,5,33,25,25,1,-0
fifty_fifty,5,34,26,26,1,-0
fifty_fifty,5,35,25,25,1,-0
fifty_fifty,5,36,23,23,1,-0
fifty_fifty,5,37,23,23,1,-0
fifty_fifty,5,38,22,22,1,-0
fifty_fifty,5,39,23,23,1,-0
fifty_fifty,5,40,24,24,1,-0
fifty_fifty,5,41,25,25,1,-0
fifty_fifty,5,42,24,24,1,-0
fifty_fifty,5,43,23,23,1,-0
fifty_fifty,5,44,24,24,1,-0
fifty_fifty,5,45,23,23,1,-0
fifty_fifty,5,46,22,22,1,-0
fifty_fifty,5,47,24,24,1,-0
fifty_fifty,5,48,22,22,1,-0
fifty_fifty,5,49,22,22,1,-0
fifty_fifty,5,50,22,22,1,-0
fifty_fifty,5,51,22,22,1,-0
fifty_fifty,5,52,21,21,1,-0
fifty_fifty,5,53,22,22,1,-0
fifty_fifty,5,54,22,22,1,-0
fifty_fifty,5,55,20,20,1,-0
fifty_fifty,5,56,19,19,44,-40.65704367060414
fifty_fifty,5,57,2,2,3,-1.8891342617178388
fifty_fifty,5,58,1,1,1,-0
fifty_fifty,5,59,1,1,1,-0
fifty_fifty,5,60,1,1,1,-0
fifty_fifty,6,1,21,21,1,-0
fifty_fifty,6,2,21,21,1,-0
fifty_fifty,6,3,21,21,1,-0
fifty_fifty,6,4,21,21,1,-0
fifty_fifty,6,5,21,21,1,-0
fifty_fifty,6,6,21,21,1,-0
fifty_fifty,6,7,20,20,1,-0
fifty_fifty,6,8,21,21,1,-0
fifty_fifty,6,9,21,21,1,-0
fifty_fifty,6,10,21,21,1,-0
fifty_fifty,6,11,23,23,1,-0
fifty_fifty,6,12,25,25,1,-0
fifty_fifty,6,13,24,24,1,-0
fifty_fifty,6,14,23,23,1,-0
fifty_fifty,6,15,24,24,1,-0
fifty_fifty,6,16,26,26,1,-0
fifty_fifty,6,17,25,25,1,-0
